Entity,Code,Day,"Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)"
Africa,,2020-01-09,0
Africa,,2020-01-10,0
Africa,,2020-01-11,0
Africa,,2020-01-12,0
Africa,,2020-01-13,0
Africa,,2020-01-14,0
Africa,,2020-01-15,0
Africa,,2020-01-16,0
Africa,,2020-01-17,0
Africa,,2020-01-18,0
Africa,,2020-01-19,0
Africa,,2020-01-20,0
Africa,,2020-01-21,0
Africa,,2020-01-22,0
Africa,,2020-01-23,0
Africa,,2020-01-24,0
Africa,,2020-01-25,0
Africa,,2020-01-26,0
Africa,,2020-01-27,0
Africa,,2020-01-28,0
Africa,,2020-01-29,0
Africa,,2020-01-30,0
Africa,,2020-01-31,0
Africa,,2020-02-01,0
Africa,,2020-02-02,0
Africa,,2020-02-03,0
Africa,,2020-02-04,0
Africa,,2020-02-05,0
Africa,,2020-02-06,0
Africa,,2020-02-07,0
Africa,,2020-02-08,0
Africa,,2020-02-09,0
Africa,,2020-02-10,0
Africa,,2020-02-11,0
Africa,,2020-02-12,0
Africa,,2020-02-13,0
Africa,,2020-02-14,0
Africa,,2020-02-15,0.00010089351
Africa,,2020-02-16,0.00010089351
Africa,,2020-02-17,0.00010089351
Africa,,2020-02-18,0.00010089351
Africa,,2020-02-19,0.00010089351
Africa,,2020-02-20,0.00010089351
Africa,,2020-02-21,0.00010089351
Africa,,2020-02-22,0
Africa,,2020-02-23,0
Africa,,2020-02-24,0
Africa,,2020-02-25,0
Africa,,2020-02-26,0.00010089351
Africa,,2020-02-27,0.00010089351
Africa,,2020-02-28,0.00010089351
Africa,,2020-02-29,0.00020178701
Africa,,2020-03-01,0.00020178701
Africa,,2020-03-02,0.00030268054
Africa,,2020-03-03,0.00080714806
Africa,,2020-03-04,0.0013116156
Africa,,2020-03-05,0.0024214443
Africa,,2020-03-06,0.0028250183
Africa,,2020-03-07,0.0041366336
Africa,,2020-03-08,0.0077688
Africa,,2020-03-09,0.00807148
Africa,,2020-03-10,0.008878629
Africa,,2020-03-11,0.009483989
Africa,,2020-03-12,0.010896499
Africa,,2020-03-13,0.014932239
Africa,,2020-03-14,0.019068873
Africa,,2020-03-15,0.02270104
Africa,,2020-03-16,0.030066265
Africa,,2020-03-17,0.03823864
Africa,,2020-03-18,0.047823522
Africa,,2020-03-19,0.056500364
Africa,,2020-03-20,0.070625454
Africa,,2020-03-21,0.08636484
Africa,,2020-03-22,0.0978667
Africa,,2020-03-23,0.120365955
Africa,,2020-03-24,0.14881793
Africa,,2020-03-25,0.17686632
Africa,,2020-03-26,0.21258262
Africa,,2020-03-27,0.25909454
Africa,,2020-03-28,0.30197427
Africa,,2020-03-29,0.3140815
Africa,,2020-03-30,0.33758968
Africa,,2020-03-31,0.3542371
Africa,,2020-04-01,0.36967382
Africa,,2020-04-02,0.38036853
Africa,,2020-04-03,0.39883202
Africa,,2020-04-04,0.41991878
Africa,,2020-04-05,0.45634133
Africa,,2020-04-06,0.47187895
Africa,,2020-04-07,0.48882905
Africa,,2020-04-08,0.5118328
Africa,,2020-04-09,0.5188953
Africa,,2020-04-10,0.50991577
Africa,,2020-04-11,0.49932197
Africa,,2020-04-12,0.5096131
Africa,,2020-04-13,0.5123372
Africa,,2020-04-14,0.5232337
Africa,,2020-04-15,0.5332222
Africa,,2020-04-16,0.5597572
Africa,,2020-04-17,0.60869056
Africa,,2020-04-18,0.6714463
Africa,,2020-04-19,0.7061537
Africa,,2020-04-20,0.7551879
Africa,,2020-04-21,0.8033141
Africa,,2020-04-22,0.8319679
Africa,,2020-04-23,0.8866522
Africa,,2020-04-24,0.8903852
Africa,,2020-04-25,0.89583343
Africa,,2020-04-26,0.9293301
Africa,,2020-04-27,0.9550579
Africa,,2020-04-28,0.9462802
Africa,,2020-04-29,0.99692875
Africa,,2020-04-30,1.0443487
Africa,,2020-05-01,1.1647147
Africa,,2020-05-02,1.1977068
Africa,,2020-05-03,1.2580411
Africa,,2020-05-04,1.2940601
Africa,,2020-05-05,1.4439878
Africa,,2020-05-06,1.4749622
Africa,,2020-05-07,1.4805113
Africa,,2020-05-08,1.5255098
Africa,,2020-05-09,1.724371
Africa,,2020-05-10,1.7936848
Africa,,2020-05-11,1.9448233
Africa,,2020-05-12,1.9493635
Africa,,2020-05-13,2.060548
Africa,,2020-05-14,2.1531684
Africa,,2020-05-15,2.1826293
Africa,,2020-05-16,2.063474
Africa,,2020-05-17,2.1084726
Africa,,2020-05-18,2.1777864
Africa,,2020-05-19,2.1935258
Africa,,2020-05-20,2.2279305
Africa,,2020-05-21,2.3362901
Africa,,2020-05-22,2.4551427
Africa,,2020-05-23,2.610922
Africa,,2020-05-24,2.6871977
Africa,,2020-05-25,2.7271516
Africa,,2020-05-26,2.8249173
Africa,,2020-05-27,2.8572032
Africa,,2020-05-28,2.9791834
Africa,,2020-05-29,3.0199444
Africa,,2020-05-30,3.1944902
Africa,,2020-05-31,3.4130256
Africa,,2020-06-01,3.5335934
Africa,,2020-06-02,3.7464786
Africa,,2020-06-03,3.8716874
Africa,,2020-06-04,3.8771358
Africa,,2020-06-05,4.171442
Africa,,2020-06-06,4.2222924
Africa,,2020-06-07,4.2968526
Africa,,2020-06-08,4.284039
Africa,,2020-06-09,4.3642497
Africa,,2020-06-10,4.553122
Africa,,2020-06-11,4.662188
Africa,,2020-06-12,4.6371665
Africa,,2020-06-13,4.820894
Africa,,2020-06-14,5.03953
Africa,,2020-06-15,5.343522
Africa,,2020-06-16,5.5062633
Africa,,2020-06-17,5.5241213
Africa,,2020-06-18,5.7713103
Africa,,2020-06-19,5.9411144
Africa,,2020-06-20,6.015372
Africa,,2020-06-21,6.15067
Africa,,2020-06-22,6.2044463
Africa,,2020-06-23,6.2872796
Africa,,2020-06-24,6.4931026
Africa,,2020-06-25,6.750482
Africa,,2020-06-26,7.0305624
Africa,,2020-06-27,7.2853184
Africa,,2020-06-28,7.5394692
Africa,,2020-06-29,7.7343955
Africa,,2020-06-30,7.8840203
Africa,,2020-07-01,8.125055
Africa,,2020-07-02,8.402815
Africa,,2020-07-03,8.627101
Africa,,2020-07-04,8.976697
Africa,,2020-07-05,9.359891
Africa,,2020-07-06,9.633716
Africa,,2020-07-07,9.990576
Africa,,2020-07-08,10.252798
Africa,,2020-07-09,10.223136
Africa,,2020-07-10,10.674028
Africa,,2020-07-11,10.937058
Africa,,2020-07-12,11.110494
Africa,,2020-07-13,11.398041
Africa,,2020-07-14,11.589537
Africa,,2020-07-15,11.784866
Africa,,2020-07-16,12.221433
Africa,,2020-07-17,12.304669
Africa,,2020-07-18,12.465695
Africa,,2020-07-19,12.550648
Africa,,2020-07-20,12.807321
Africa,,2020-07-21,12.6469
Africa,,2020-07-22,12.3924465
Africa,,2020-07-23,12.529964
Africa,,2020-07-24,12.479216
Africa,,2020-07-25,12.638425
Africa,,2020-07-26,12.514932
Africa,,2020-07-27,12.414038
Africa,,2020-07-28,12.264615
Africa,,2020-07-29,12.239695
Africa,,2020-07-30,12.059094
Africa,,2020-07-31,11.974042
Africa,,2020-08-01,11.66894
Africa,,2020-08-02,11.492275
Africa,,2020-08-03,11.059442
Africa,,2020-08-04,10.8045845
Africa,,2020-08-05,10.452467
Africa,,2020-08-06,10.149484
Africa,,2020-08-07,9.730876
Africa,,2020-08-08,9.329926
Africa,,2020-08-09,9.089799
Africa,,2020-08-10,8.933212
Africa,,2020-08-11,8.71619
Africa,,2020-08-12,8.507644
Africa,,2020-08-13,7.9686704
Africa,,2020-08-14,7.6073704
Africa,,2020-08-15,7.5476418
Africa,,2020-08-16,7.3202276
Africa,,2020-08-17,7.0898876
Africa,,2020-08-18,7.131052
Africa,,2020-08-19,7.2151976
Africa,,2020-08-20,7.363107
Africa,,2020-08-21,7.3997316
Africa,,2020-08-22,7.15335
Africa,,2020-08-23,7.0258203
Africa,,2020-08-24,6.9478297
Africa,,2020-08-25,6.826354
Africa,,2020-08-26,6.71638
Africa,,2020-08-27,6.5357804
Africa,,2020-08-28,6.328545
Africa,,2020-08-29,6.0451355
Africa,,2020-08-30,5.8529334
Africa,,2020-08-31,5.868975
Africa,,2020-09-01,5.804807
Africa,,2020-09-02,5.729036
Africa,,2020-09-03,5.655586
Africa,,2020-09-04,5.5809245
Africa,,2020-09-05,5.6961446
Africa,,2020-09-06,5.577696
Africa,,2020-09-07,5.472363
Africa,,2020-09-08,5.41899
Africa,,2020-09-09,5.4928446
Africa,,2020-09-10,5.5202875
Africa,,2020-09-11,5.5268455
Africa,,2020-09-12,5.5308814
Africa,,2020-09-13,5.541576
Africa,,2020-09-14,5.4508724
Africa,,2020-09-15,5.386805
Africa,,2020-09-16,5.3277826
Africa,,2020-09-17,5.2206335
Africa,,2020-09-18,5.323848
Africa,,2020-09-19,5.3201146
Africa,,2020-09-20,5.3740926
Africa,,2020-09-21,5.4019394
Africa,,2020-09-22,5.449864
Africa,,2020-09-23,5.4569263
Africa,,2020-09-24,5.5723486
Africa,,2020-09-25,5.484975
Africa,,2020-09-26,5.4102125
Africa,,2020-09-27,5.362389
Africa,,2020-09-28,5.3466496
Africa,,2020-09-29,5.2927723
Africa,,2020-09-30,5.383476
Africa,,2020-10-01,5.354822
Africa,,2020-10-02,5.406984
Africa,,2020-10-03,5.4508724
Africa,,2020-10-04,5.463686
Africa,,2020-10-05,5.656191
Africa,,2020-10-06,5.571138
Africa,,2020-10-07,5.7133975
Africa,,2020-10-08,5.7181396
Africa,,2020-10-09,5.8715987
Africa,,2020-10-10,5.9039855
Africa,,2020-10-11,6.3737454
Africa,,2020-10-12,6.521353
Africa,,2020-10-13,6.6033792
Africa,,2020-10-14,6.717288
Africa,,2020-10-15,6.768643
Africa,,2020-10-16,6.6600814
Africa,,2020-10-17,6.706896
Africa,,2020-10-18,6.9138284
Africa,,2020-10-19,6.640407
Africa,,2020-10-20,7.0598216
Africa,,2020-10-21,7.0225916
Africa,,2020-10-22,7.2112627
Africa,,2020-10-23,7.496287
Africa,,2020-10-24,7.6956525
Africa,,2020-10-25,7.38258
Africa,,2020-10-26,7.6568084
Africa,,2020-10-27,7.39842
Africa,,2020-10-28,7.517878
Africa,,2020-10-29,7.4796395
Africa,,2020-10-30,7.3485785
Africa,,2020-10-31,7.571553
Africa,,2020-11-01,7.635116
Africa,,2020-11-02,7.5474396
Africa,,2020-11-03,7.615341
Africa,,2020-11-04,7.6128187
Africa,,2020-11-05,7.940521
Africa,,2020-11-06,8.460728
Africa,,2020-11-07,8.454574
Africa,,2020-11-08,8.615296
Africa,,2020-11-09,8.815369
Africa,,2020-11-10,8.953088
Africa,,2020-11-11,9.252843
Africa,,2020-11-12,9.32024
Africa,,2020-11-13,9.232362
Africa,,2020-11-14,9.434451
Africa,,2020-11-15,9.492868
Africa,,2020-11-16,9.560568
Africa,,2020-11-17,9.652079
Africa,,2020-11-18,9.617371
Africa,,2020-11-19,9.706662
Africa,,2020-11-20,9.693444
Africa,,2020-11-21,9.62292
Africa,,2020-11-22,9.591139
Africa,,2020-11-23,9.598907
Africa,,2020-11-24,9.5459385
Africa,,2020-11-25,9.4878235
Africa,,2020-11-26,9.454327
Africa,,2020-11-27,9.363523
Africa,,2020-11-28,9.493071
Africa,,2020-11-29,9.457959
Africa,,2020-11-30,9.529392
Africa,,2020-12-01,9.534335
Africa,,2020-12-02,9.540894
Africa,,2020-12-03,9.590634
Africa,,2020-12-04,9.82834
Africa,,2020-12-05,9.820066
Africa,,2020-12-06,9.994914
Africa,,2020-12-07,10.069071
Africa,,2020-12-08,10.153419
Africa,,2020-12-09,10.38507
Africa,,2020-12-10,10.696124
Africa,,2020-12-11,10.9330225
Africa,,2020-12-12,11.200995
Africa,,2020-12-13,11.479058
Africa,,2020-12-14,11.68599
Africa,,2020-12-15,12.05072
Africa,,2020-12-16,12.27531
Africa,,2020-12-17,12.532386
Africa,,2020-12-18,12.7053175
Africa,,2020-12-19,13.039982
Africa,,2020-12-20,13.046338
Africa,,2020-12-21,13.265882
Africa,,2020-12-22,13.471301
Africa,,2020-12-23,13.7305975
Africa,,2020-12-24,14.252722
Africa,,2020-12-25,14.805416
Africa,,2020-12-26,15.131
Africa,,2020-12-27,15.445888
Africa,,2020-12-28,15.436605
Africa,,2020-12-29,15.397459
Africa,,2020-12-30,15.353671
Africa,,2020-12-31,15.864193
Africa,,2021-01-01,16.269583
Africa,,2021-01-02,16.336779
Africa,,2021-01-03,16.622004
Africa,,2021-01-04,17.018312
Africa,,2021-01-05,17.619034
Africa,,2021-01-06,18.37755
Africa,,2021-01-07,18.951332
Africa,,2021-01-08,19.478804
Africa,,2021-01-09,20.603563
Africa,,2021-01-10,21.867659
Africa,,2021-01-11,22.602869
Africa,,2021-01-12,23.245562
Africa,,2021-01-13,23.017744
Africa,,2021-01-14,22.739077
Africa,,2021-01-15,22.666029
Africa,,2021-01-16,22.082663
Africa,,2021-01-17,21.302555
Africa,,2021-01-18,20.916536
Africa,,2021-01-19,20.313799
Africa,,2021-01-20,20.191818
Africa,,2021-01-21,19.758783
Africa,,2021-01-22,18.993505
Africa,,2021-01-23,18.568037
Africa,,2021-01-24,18.448074
Africa,,2021-01-25,17.763916
Africa,,2021-01-26,17.080666
Africa,,2021-01-27,16.6781
Africa,,2021-01-28,15.896276
Africa,,2021-01-29,15.184271
Africa,,2021-01-30,14.519787
Africa,,2021-01-31,13.4890585
Africa,,2021-02-01,13.052089
Africa,,2021-02-02,12.771403
Africa,,2021-02-03,12.294682
Africa,,2021-02-04,11.656227
Africa,,2021-02-05,11.294423
Africa,,2021-02-06,11.150952
Africa,,2021-02-07,10.720742
Africa,,2021-02-08,10.387491
Africa,,2021-02-09,10.122444
Africa,,2021-02-10,9.815425
Africa,,2021-02-11,9.626855
Africa,,2021-02-12,9.390663
Africa,,2021-02-13,8.801546
Africa,,2021-02-14,8.633457
Africa,,2021-02-15,8.550018
Africa,,2021-02-16,8.4124
Africa,,2021-02-17,8.241183
Africa,,2021-02-18,8.114562
Africa,,2021-02-19,7.9421353
Africa,,2021-02-20,7.865557
Africa,,2021-02-21,7.6956525
Africa,,2021-02-22,7.5842657
Africa,,2021-02-23,7.7901897
Africa,,2021-02-24,7.6459117
Africa,,2021-02-25,7.6999907
Africa,,2021-02-26,7.537754
Africa,,2021-02-27,7.5471373
Africa,,2021-02-28,7.4000344
Africa,,2021-03-01,7.2880425
Africa,,2021-03-02,7.1003804
Africa,,2021-03-03,7.12177
Africa,,2021-03-04,7.112488
Africa,,2021-03-05,7.1524415
Africa,,2021-03-06,6.9073715
Africa,,2021-03-07,6.914131
Africa,,2021-03-08,6.8930445
Africa,,2021-03-09,6.8466334
Africa,,2021-03-10,6.8038545
Africa,,2021-03-11,6.515198
Africa,,2021-03-12,6.4165244
Africa,,2021-03-13,6.519436
Africa,,2021-03-14,6.510557
Africa,,2021-03-15,6.5529323
Africa,,2021-03-16,6.5603986
Africa,,2021-03-17,6.653019
Africa,,2021-03-18,7.6083794
Africa,,2021-03-19,7.6681085
Africa,,2021-03-20,7.8810945
Africa,,2021-03-21,7.934669
Africa,,2021-03-22,7.9414287
Africa,,2021-03-23,7.918728
Africa,,2021-03-24,7.9286156
Africa,,2021-03-25,7.6005096
Africa,,2021-03-26,7.632594
Africa,,2021-03-27,7.5637846
Africa,,2021-03-28,7.622202
Africa,,2021-03-29,7.6672006
Africa,,2021-03-30,7.7864566
Africa,,2021-03-31,7.885332
Africa,,2021-04-01,7.8404346
Africa,,2021-04-02,7.905309
Africa,,2021-04-03,8.005799
Africa,,2021-04-04,7.9635243
Africa,,2021-04-05,7.9872346
Africa,,2021-04-06,8.006505
Africa,,2021-04-07,7.9248824
Africa,,2021-04-08,7.9682665
Africa,,2021-04-09,8.099832
Africa,,2021-04-10,7.9934897
Africa,,2021-04-11,8.109921
Africa,,2021-04-12,8.143922
Africa,,2021-04-13,8.310195
Africa,,2021-04-14,8.298693
Africa,,2021-04-15,8.385865
Africa,,2021-04-16,8.350855
Africa,,2021-04-17,8.364879
Africa,,2021-04-18,8.4493265
Africa,,2021-04-19,8.41916
Africa,,2021-04-20,8.287191
Africa,,2021-04-21,8.403925
Africa,,2021-04-22,8.347727
Africa,,2021-04-23,8.212934
Africa,,2021-04-24,8.339857
Africa,,2021-04-25,8.28598
Africa,,2021-04-26,8.229581
Africa,,2021-04-27,8.078644
Africa,,2021-04-28,7.8704
Africa,,2021-04-29,7.5970793
Africa,,2021-04-30,7.394485
Africa,,2021-05-01,7.09695
Africa,,2021-05-02,6.8652987
Africa,,2021-05-03,6.637078
Africa,,2021-05-04,6.420056
Africa,,2021-05-05,6.3357086
Africa,,2021-05-06,5.8625183
Africa,,2021-05-07,5.943233
Africa,,2021-05-08,5.9181104
Africa,,2021-05-09,5.947874
Africa,,2021-05-10,6.054115
Africa,,2021-05-11,6.0773206
Africa,,2021-05-12,6.1292806
Africa,,2021-05-13,6.267
Africa,,2021-05-14,6.1528897
Africa,,2021-05-15,5.9410133
Africa,,2021-05-16,5.815603
Africa,,2021-05-17,5.7723193
Africa,,2021-05-18,5.854043
Africa,,2021-05-19,5.9821777
Africa,,2021-05-20,6.041604
Africa,,2021-05-21,6.211206
Africa,,2021-05-22,6.417836
Africa,,2021-05-23,6.737265
Africa,,2021-05-24,6.876296
Africa,,2021-05-25,6.960139
Africa,,2021-05-26,6.8285737
Africa,,2021-05-27,6.984656
Africa,,2021-05-28,7.08111
Africa,,2021-05-29,7.2795677
Africa,,2021-05-30,7.513136
Africa,,2021-05-31,7.62654
Africa,,2021-06-01,7.777275
Africa,,2021-06-02,8.1466465
Africa,,2021-06-03,8.403218
Africa,,2021-06-04,8.511376
Africa,,2021-06-05,8.766738
Africa,,2021-06-06,9.047827
Africa,,2021-06-07,9.268986
Africa,,2021-06-08,9.397423
Africa,,2021-06-09,9.56642
Africa,,2021-06-10,10.012671
Africa,,2021-06-11,10.8840885
Africa,,2021-06-12,11.540805
Africa,,2021-06-13,11.954468
Africa,,2021-06-14,12.485168
Africa,,2021-06-15,13.006888
Africa,,2021-06-16,13.810707
Africa,,2021-06-17,14.412335
Africa,,2021-06-18,14.897027
Africa,,2021-06-19,15.378088
Africa,,2021-06-20,15.877611
Africa,,2021-06-21,16.459162
Africa,,2021-06-22,16.91752
Africa,,2021-06-23,17.352371
Africa,,2021-06-24,18.251232
Africa,,2021-06-25,19.010456
Africa,,2021-06-26,19.708437
Africa,,2021-06-27,20.589035
Africa,,2021-06-28,21.156763
Africa,,2021-06-29,21.575573
Africa,,2021-06-30,21.915281
Africa,,2021-07-01,22.258017
Africa,,2021-07-02,23.002409
Africa,,2021-07-03,24.208994
Africa,,2021-07-04,25.252132
Africa,,2021-07-05,25.531002
Africa,,2021-07-06,25.911068
Africa,,2021-07-07,26.371746
Africa,,2021-07-08,27.315403
Africa,,2021-07-09,27.893524
Africa,,2021-07-10,28.544388
Africa,,2021-07-11,28.642658
Africa,,2021-07-12,29.038261
Africa,,2021-07-13,29.715157
Africa,,2021-07-14,30.292671
Africa,,2021-07-15,30.02268
Africa,,2021-07-16,29.644732
Africa,,2021-07-17,29.166496
Africa,,2021-07-18,28.635798
Africa,,2021-07-19,28.644777
Africa,,2021-07-20,28.136677
Africa,,2021-07-21,27.564812
Africa,,2021-07-22,26.581
Africa,,2021-07-23,25.619686
Africa,,2021-07-24,25.107046
Africa,,2021-07-25,24.837257
Africa,,2021-07-26,24.460117
Africa,,2021-07-27,24.207682
Africa,,2021-07-28,24.471115
Africa,,2021-07-29,25.728046
Africa,,2021-07-30,26.703283
Africa,,2021-07-31,27.634832
Africa,,2021-08-01,27.612333
Africa,,2021-08-02,27.692644
Africa,,2021-08-03,28.387398
Africa,,2021-08-04,28.192875
Africa,,2021-08-05,27.717566
Africa,,2021-08-06,29.872046
Africa,,2021-08-07,29.854792
Africa,,2021-08-08,29.884556
Africa,,2021-08-09,29.903828
Africa,,2021-08-10,28.755053
Africa,,2021-08-11,29.482294
Africa,,2021-08-12,28.48587
Africa,,2021-08-13,26.30001
Africa,,2021-08-14,25.65379
Africa,,2021-08-15,25.476316
Africa,,2021-08-16,25.21571
Africa,,2021-08-17,25.821676
Africa,,2021-08-18,25.16153
Africa,,2021-08-19,28.065647
Africa,,2021-08-20,27.61536
Africa,,2021-08-21,27.247906
Africa,,2021-08-22,26.941998
Africa,,2021-08-23,26.506237
Africa,,2021-08-24,26.18691
Africa,,2021-08-25,26.030727
Africa,,2021-08-26,23.517368
Africa,,2021-08-27,23.065466
Africa,,2021-08-28,22.743214
Africa,,2021-08-29,22.271132
Africa,,2021-08-30,21.863926
Africa,,2021-08-31,21.562254
Africa,,2021-09-01,20.57824
Africa,,2021-09-02,19.858263
Africa,,2021-09-03,19.140406
Africa,,2021-09-04,18.165573
Africa,,2021-09-05,17.591389
Africa,,2021-09-06,17.412706
Africa,,2021-09-07,16.61141
Africa,,2021-09-08,16.261208
Africa,,2021-09-09,15.5334635
Africa,,2021-09-10,14.934459
Africa,,2021-09-11,14.178665
Africa,,2021-09-12,13.552521
Africa,,2021-09-13,13.013547
Africa,,2021-09-14,14.338783
Africa,,2021-09-15,13.857622
Africa,,2021-09-16,13.671777
Africa,,2021-09-17,13.255086
Africa,,2021-09-18,12.8561535
Africa,,2021-09-19,12.508878
Africa,,2021-09-20,12.252003
Africa,,2021-09-21,10.717413
Africa,,2021-09-22,10.346931
Africa,,2021-09-23,10.115079
Africa,,2021-09-24,9.744699
Africa,,2021-09-25,9.429305
Africa,,2021-09-26,9.192205
Africa,,2021-09-27,8.814662
Africa,,2021-09-28,8.415426
Africa,,2021-09-29,8.112645
Africa,,2021-09-30,7.7142167
Africa,,2021-10-01,7.4471517
Africa,,2021-10-02,7.1752434
Africa,,2021-10-03,6.9126177
Africa,,2021-10-04,6.8360395
Africa,,2021-10-05,6.571194
Africa,,2021-10-06,6.399473
Africa,,2021-10-07,6.114449
Africa,,2021-10-08,5.899546
Africa,,2021-10-09,5.568111
Africa,,2021-10-10,5.3675346
Africa,,2021-10-11,5.22477
Africa,,2021-10-12,5.1418357
Africa,,2021-10-13,5.0221763
Africa,,2021-10-14,4.7455263
Africa,,2021-10-15,4.6503835
Africa,,2021-10-16,4.656235
Africa,,2021-10-17,4.6274805
Africa,,2021-10-18,4.52235
Africa,,2021-10-19,4.474728
Africa,,2021-10-20,4.350326
Africa,,2021-10-21,4.195354
Africa,,2021-10-22,4.1377435
Africa,,2021-10-23,3.9809551
Africa,,2021-10-24,3.9520996
Africa,,2021-10-25,3.948972
Africa,,2021-10-26,3.9987123
Africa,,2021-10-27,4.0174785
Africa,,2021-10-28,4.011728
Africa,,2021-10-29,3.9002404
Africa,,2021-10-30,3.8416212
Africa,,2021-10-31,3.8052995
Africa,,2021-11-01,3.7638323
Africa,,2021-11-02,4.154189
Africa,,2021-11-03,3.940295
Africa,,2021-11-04,3.9022582
Africa,,2021-11-05,3.950788
Africa,,2021-11-06,3.9496782
Africa,,2021-11-07,3.9607763
Africa,,2021-11-08,3.9927597
Africa,,2021-11-09,3.566081
Africa,,2021-11-10,4.0325117
Africa,,2021-11-11,3.8900502
Africa,,2021-11-12,3.8386953
Africa,,2021-11-13,3.8168013
Africa,,2021-11-14,3.8201308
Africa,,2021-11-15,3.7477903
Africa,,2021-11-16,3.719641
Africa,,2021-11-17,3.5448935
Africa,,2021-11-18,3.5455997
Africa,,2021-11-19,3.4906127
Africa,,2021-11-20,3.4849627
Africa,,2021-11-21,3.4910161
Africa,,2021-11-22,3.5313737
Africa,,2021-11-23,3.460042
Africa,,2021-11-24,5.337872
Africa,,2021-11-25,5.410414
Africa,,2021-11-26,5.603121
Africa,,2021-11-27,5.7856374
Africa,,2021-11-28,6.0034666
Africa,,2021-11-29,6.2383466
Africa,,2021-11-30,6.650295
Africa,,2021-12-01,5.089674
Africa,,2021-12-02,5.8690763
Africa,,2021-12-03,6.9013176
Africa,,2021-12-04,8.41694
Africa,,2021-12-05,9.898662
Africa,,2021-12-06,10.797724
Africa,,2021-12-07,11.579246
Africa,,2021-12-08,12.8765335
Africa,,2021-12-09,14.627238
Africa,,2021-12-10,16.467133
Africa,,2021-12-11,17.755442
Africa,,2021-12-12,18.28947
Africa,,2021-12-13,21.391846
Africa,,2021-12-14,22.897478
Africa,,2021-12-15,24.543253
Africa,,2021-12-16,25.770824
Africa,,2021-12-17,27.06993
Africa,,2021-12-18,27.669338
Africa,,2021-12-19,28.262995
Africa,,2021-12-20,26.370234
Africa,,2021-12-21,25.991177
Africa,,2021-12-22,26.228376
Africa,,2021-12-23,27.10726
Africa,,2021-12-24,28.343609
Africa,,2021-12-25,29.443047
Africa,,2021-12-26,30.191776
Africa,,2021-12-27,30.408092
Africa,,2021-12-28,30.63016
Africa,,2021-12-29,31.367287
Africa,,2021-12-30,30.837496
Africa,,2021-12-31,30.54551
Africa,,2022-01-01,30.555195
Africa,,2022-01-02,30.957458
Africa,,2022-01-03,30.305887
Africa,,2022-01-04,31.00619
Africa,,2022-01-05,31.525791
Africa,,2022-01-06,32.319923
Africa,,2022-01-07,31.84512
Africa,,2022-01-08,31.649487
Africa,,2022-01-09,31.387667
Africa,,2022-01-10,32.458954
Africa,,2022-01-11,31.781858
Africa,,2022-01-12,32.068092
Africa,,2022-01-13,30.933647
Africa,,2022-01-14,30.037611
Africa,,2022-01-15,29.29887
Africa,,2022-01-16,28.793898
Africa,,2022-01-17,27.944778
Africa,,2022-01-18,27.446161
Africa,,2022-01-19,28.701479
Africa,,2022-01-20,28.607042
Africa,,2022-01-21,27.954866
Africa,,2022-01-22,27.31843
Africa,,2022-01-23,26.789042
Africa,,2022-01-24,26.667364
Africa,,2022-01-25,31.251764
Africa,,2022-01-26,27.681747
Africa,,2022-01-27,26.735266
Africa,,2022-01-28,26.27822
Africa,,2022-01-29,25.710491
Africa,,2022-01-30,25.034908
Africa,,2022-01-31,24.998486
Africa,,2022-02-01,19.935043
Africa,,2022-02-02,23.888454
Africa,,2022-02-03,23.12348
Africa,,2022-02-04,22.279203
Africa,,2022-02-05,21.544094
Africa,,2022-02-06,20.860035
Africa,,2022-02-07,20.172445
Africa,,2022-02-08,19.652239
Africa,,2022-02-09,17.432884
Africa,,2022-02-10,16.791203
Africa,,2022-02-11,16.286533
Africa,,2022-02-12,15.845528
Africa,,2022-02-13,15.397862
Africa,,2022-02-14,15.072885
Africa,,2022-02-15,14.930927
Africa,,2022-02-16,13.712538
Africa,,2022-02-17,13.523766
Africa,,2022-02-18,13.4880495
Africa,,2022-02-19,13.02626
Africa,,2022-02-20,13.098298
Africa,,2022-02-21,12.60513
Africa,,2022-02-22,13.909885
Africa,,2022-02-23,15.417436
Africa,,2022-02-24,15.057246
Africa,,2022-02-25,14.322035
Africa,,2022-02-26,13.912408
Africa,,2022-02-27,13.406931
Africa,,2022-02-28,13.270624
Africa,,2022-03-01,12.326564
Africa,,2022-03-02,7.752859
Africa,,2022-03-03,7.286731
Africa,,2022-03-04,6.990003
Africa,,2022-03-05,6.8857803
Africa,,2022-03-06,6.774192
Africa,,2022-03-07,6.5908685
Africa,,2022-03-08,7.3363705
Africa,,2022-03-09,7.2469788
Africa,,2022-03-10,7.021179
Africa,,2022-03-11,6.9509573
Africa,,2022-03-12,7.373701
Africa,,2022-03-13,7.077377
Africa,,2022-03-14,6.8450193
Africa,,2022-03-15,5.610688
Africa,,2022-03-16,5.4015355
Africa,,2022-03-17,5.188348
Africa,,2022-03-18,4.812015
Africa,,2022-03-19,4.388565
Africa,,2022-03-20,4.263558
Africa,,2022-03-21,4.559176
Africa,,2022-03-22,3.5883784
Africa,,2022-03-23,4.2573023
Africa,,2022-03-24,4.1377435
Africa,,2022-03-25,4.1195827
Africa,,2022-03-26,3.9758096
Africa,,2022-03-27,3.9452388
Africa,,2022-03-28,3.7371964
